1,PropertyID,Street,City   ,ZipCode,Legal,SEV,Status,Closing date
674,21005469,14210 HAMPSHIRE,DETROIT,48213,"S HAMPSHIRE 343 DAVID TROMBLYS HARPER AVE SUB NO 1 L51 P24 PLATS, W C R 21/758 36 X 100","$5,300 ",Removed from Auction, 10-23-018 3:30:00 PM
675,21005499,13106 HAMPSHIRE,DETROIT,48213,"S HAMPSHIRE LOT 39 PARKVIEW MANOR SUB L47 P48 PLATS, W C R 21/703 46.41 IRREG","$7,500 ",Active, 10-23-018 3:30:00 PM
676,21005587,12771 HAMPSHIRE,DETROIT,48213,"N HAMPSHIRE 53 KINGVILLAS SUB L41 P97 PLATS, W C R 21/610 35 X 112.78A","$4,900 ",Active, 10-23-018 3:30:00 PM
677,21005902,12557 CAMDEN,DETROIT,48213,,,, 10-23-018 4:00:00 PM
678,21005987,14275 CAMDEN,DETROIT,48213,"N CAMDEN AVE 27 HARPER-CHALMERS PARK SUB L50 P41 PLATS, W C R 21/751 35 X 100.19","$9,500 ",Active, 10-23-018 4:00:00 PM
679,21006036,13420 WADE,DETROIT,48213,"S WADE LOT 424 DAVID TROMBLYS HARPER AVE SUB NO 1 L51 P24 PLATS, W C R 21/758 35 X 100.60","$5,300 ",Active, 10-23-018 4:00:00 PM
680,21006037,13412 WADE,DETROIT,48213,"S WADE 425 DAVID TROMBLYS HARPER AVE SUB NO 1 L51 P24 PLATS, WCR 21/758 35 X 100.60","$5,700 ",Active, 10-23-018 4:00:00 PM
681,21006050,13324 WADE,DETROIT,48213,"S WADE 157 AMENDED PLAT OF HARPER PARK SUB L42 P24 PLATS, W C R 21/597 34.06 X 100.60","$8,500 ",Active, 10-23-018 4:00:00 PM
682,21006099,12624 WADE,DETROIT,48213,"S WADE W 11 FT 208 E 23 FT 209 BARRETT & WALSHS HARPER AVE SUB NO 2 L41 P76 PLATS, W C R 21/653 34 X 100","$5,700 ",Active, 10-23-018 4:00:00 PM
683,21006288,12719 WADE,DETROIT,48213,"N WADE 613 RAVENDALE SUB NO 1 L46 P72 PLATS, W C R 21/688 35 X 110","$5,300 ",Removed from Auction, 10-23-018 4:00:00 PM
684,21006296,12775 WADE,DETROIT,48213,"N WADE 621 RAVENDALE SUB NO 1 L46 P72 PLATS, W C R 21/688 35 X 110","$6,400 ",Active, 10-23-018 4:00:00 PM
685,21006380,14272 MAIDEN,DETROIT,48213,"S MAIDEN LOT 710 RAVENDALE SUB NO 2 L49 P96 PLATS, W C R 21/739 35 X 110","$10,000 ",Active, 10-23-018 4:00:00 PM
686,21006811,13000 CORBETT,DETROIT,48213,"S CORBETT 888 RAVENDALE SUB NO 2 L49 P96 PLATS, W C R 21/739 50 IRREG","$6,100 ",Active, 10-23-018 4:00:00 PM
687,21007076,14203 CORBETT,DETROIT,48213,"N CORBETT 927 RAVENDALE SUB NO 2 L49 P96 PLATS, W C R 21/739 40 IRREG","$8,000 ",Active, 10-23-018 4:00:00 PM
688,21007226,12150 ELMDALE,DETROIT,48213,"S ELMDALE 675 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 35 X 150","$12,000 ",Active, 10-23-018 4:00:00 PM
689,21007290,11195 ELMDALE,DETROIT,48213,"N ELMDALE 382 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150","$11,500 ",Active, 10-23-018 4:00:00 PM
690,21007314,11815 ELMDALE,DETROIT,48213,"N ELMDALE 407 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150","$6,100 ",Active, 10-23-018 4:00:00 PM
691,21007328,12057 ELMDALE,DETROIT,48213,"N ELMDALE 422 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150","$8,900 ",Active, 10-23-018 4:00:00 PM
692,21007368,12559 ELMDALE,DETROIT,48213,"N ELMDALE 463 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150","$10,100 ",Active, 10-23-018 4:00:00 PM
693,21007375,12615 ELMDALE,DETROIT,48213,"N ELMDALE 470 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150","$4,800 ",Active, 10-23-018 4:00:00 PM
694,21007409,13091 ELMDALE,DETROIT,48213,"N ELMDALE 506 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150","$5,800 ",Active, 10-23-018 4:00:00 PM
695,21007481,14466 LONGVIEW,DETROIT,48213,"S LONGVIEW 54 MC GIVERIN-HALDEMANS CHALMERS AVE SUB L50 P10 PLATS, W C R 21/737 30 IRREG","$8,200 ",Active, 10-23-018 4:00:00 PM
696,21007588,12210 LONGVIEW,DETROIT,48213,"S LONGVIEW 304 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 35 X 150","$9,400 ",Active, 10-23-018 4:00:00 PM
697,21007615,11822 LONGVIEW,DETROIT,48213,"S LONGVIEW 332 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 150",$600 ,Active, 10-23-018 4:00:00 PM
698,21007648,10943 LONGVIEW,DETROIT,48213,"N LONGVIEW 5 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 45.6 IRREG","$14,800 ",Active, 10-23-018 4:00:00 PM
699,21007751,13033 LONGVIEW,DETROIT,48213,"N LONGVIEW 130 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 164.55A","$7,700 ",Active, 10-23-018 4:00:00 PM
700,21007755,13067 LONGVIEW,DETROIT,48213,"N LONGVIEW LOT 134 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 161.01A","$7,700 ",Active, 10-23-018 4:00:00 PM
701,21007776,13375 LONGVIEW,DETROIT,48213,"N LONGVIEW 156 GRATIOT GARDENS SUB L32 P14 PLATS, W C R 21/455 40 X 151.49A","$8,500 ",Active, 10-23-018 4:00:00 PM
702,21007851,14298 CHELSEA,DETROIT,48213,"S CHELSEA 471 CHELSEA PARK SUB L28 P85 PLATS, W C R 21/429 30 X 135.14A","$6,900 ",Removed from Auction, 10-23-018 4:15:00 PM
703,21008250,13429 CHELSEA,DETROIT,48213,"N CHELSEA 29 CHELSEA PARK SUB L28 P85 PLATS, W C R 21/429 30 X 140","$8,200 ",Active, 10-23-018 4:15:00 PM
704,21008359,13370 WILSHIRE,DETROIT,48213,"S WILSHIRE 455 STEVENS ESTATE SUB NO 2 L48 P43 PLATS, W C R 21/719 42 X 150","$11,400 ",Active, 10-23-018 4:15:00 PM
705,21008360,13362 WILSHIRE,DETROIT,48213,"S WILSHIRE 454 STEVENS ESTATE SUB NO 2 L48 P43 PLATS, W C R 21/719 42 X 150","$10,400 ",Active, 10-23-018 4:15:00 PM
706,21008524,11091 WILSHIRE,DETROIT,48213,"N WILSHIRE 144 STEVENS ESTATE SUB L44 P41 PLATS, W C R 21/663 40 X 150","$9,300 ",Active, 10-23-018 4:15:00 PM
707,21008533,11735 WILSHIRE,DETROIT,48213,"N WILSHIRE 135 STEVENS ESTATE SUB L44 P41 PLATS, W C R 21/663 40 X 150","$10,600 ",Active, 10-23-018 4:15:00 PM
708,21008707,15344 PROMENADE,DETROIT,48224,"S PROMENADE 165 PARK MANOR DEVELOPMENT COS PARK DRIVE SUB L45 P42 PLATS, W C R 21/670 35 X 111","$3,900 ",Active, 10-23-018 4:15:00 PM
709,21008738,14532 PROMENADE,DETROIT,48213,"S PROMENADE LOT 102 MC GIVERIN-HALDEMANS CHALMERS AVE SUB L50 P10 PLATS, W C R 21/737 35 X 110","$7,500 ",Active, 10-23-018 4:15:00 PM
710,21008915,11240 PROMENADE,DETROIT,48213,"S PROMENADE 41 STEVENS ESTATE SUB L44 P41 PLATS, W C R 21/663 35 X 149.50","$6,500 ",Active, 10-23-018 4:15:00 PM
711,21008992,11831 PROMENADE,DETROIT,48213,"N PROMENADE 443 DAVID TROMBLEY EST SUB NO 2 L40 P47 PLATS, W C R 21/593 35 X 105","$8,300 ",Active, 10-23-018 4:15:00 PM
712,21009036,12315 PROMENADE,DETROIT,48213,"3 expiring 12/30/2015. Property exempt from Ad Valorem taxes and assessed pursuant to PA 261 of 2003 expiring 12/30/2015. N PROMENADE 487 DAVID TROMBLEY EST SUB NO 3 L45 P30 PLATS, W C R 21/671 35 X 105",$200 ,Active, 10-23-018 4:15:00 PM
713,21009043,12511 PROMENADE,DETROIT,48213,"N PROMENADE 494 DAVID TROMBLEY EST SUB NO 3 L45 P30 PLATS, W C R 21/671 35 X 105","$9,700 ",Active, 10-23-018 4:15:00 PM
714,21009162,14903 PROMENADE,DETROIT,48224,"N PROMENADE 489 PARK DRIVE SUB NO 1 L51 P47 PLATS, W C R 21/761 42.08 IRREG","$6,300 ",Active, 10-23-018 4:15:00 PM
715,21009665,11831 ROSEMARY,DETROIT,48213,"N ROSEMARY 247 DAVID TROMBLEY EST SUB NO 2 L40 P47 PLATS, W C R 21/593 40 X 132.88A","$6,300 ",Active, 10-23-018 4:15:00 PM
716,21009980,12332 KILBOURNE,DETROIT,48213,"S KILBOURNE 52 GLENFIELD SUB L43 P90 PLATS, W C R 21/634 40 X 145.85A","$9,700 ",Active, 10-23-018 4:15:00 PM
717,21010036,11759 KILBOURNE,DETROIT,48213,"N KILBOURNE 55 TROMBLYS GRATIOT VIEW SUB L44 P64 PLATS, W C R 21/662 114.10 IRREG","$5,600 ",Active, 10-23-018 4:15:00 PM
718,21010047,11845 KILBOURNE,DETROIT,48213,"N KILBOURNE 44 TROMBLYS GRATIOT VIEW SUB L44 P64 PLATS, W C R 21/662 40 X 143","$8,700 ",Active, 10-23-018 4:15:00 PM
719,21010188,14481 KILBOURNE,DETROIT,48213,"N KILBOURNE 93 TEMPLETON SUB L51 P75 PLATS, W C R 21/763 35 X 105.95A","$8,400 ",Active, 10-23-018 4:15:00 PM
720,21010374,14996 GLENFIELD,DETROIT,48213,"S GLENFIELD W 2.5 FT 135 134 DALBY-HAYES LAND CO CRAFTS COMMUNE SUB L46 P22 PLATS, W C R 21/784 37.5 X 115","$11,100 ",Active, 10-23-018 4:15:00 PM
721,21010390,14848 GLENFIELD,DETROIT,48213,"S GLENFIELD 774 PARK DRIVE SUB NO 2 L52 P63 PLATS, W C R 21/848 35 X 113.39A","$6,400 ",Active, 10-23-018 4:15:00 PM
722,21010698,13119 GLENFIELD,DETROIT,48213,"N GLENFIELD 17RUEHLE GLENFIELD L43 P89 PLATS, W C R 21/635 40 X 106.2","$7,300 ",Active, 10-23-018 4:15:00 PM
723,21010790,15004 WILFRED,DETROIT,48213,"S WILFRED 167DALBY-HAYES LAND CO CRAFTSCOMMUNESUB L46 P22 PLATS, W C R 21/784 40X115","$11,100 ",Active, 10-23-018 4:15:00 PM
724,21011046,12069 WILFRED,DETROIT,48213,"N WILFRED AVE 39 ACKLEY HOMESTEAD SUB L47 P19 PLATS, W C R 21/693 40 X 106.20","$9,000 ",Active, 10-23-018 4:15:00 PM
725,21011064,12321 WILFRED,DETROIT,48213,"N WILFRED AVE 21 ACKLEY HOMESTEAD SUB L47 P19 PLATS, W C R 21/693 40 X 106.20","$9,600 ",Active, 10-23-018 4:15:00 PM
726,21011348,12642 FLANDERS,DETROIT,48205,"S FLANDERS AVE W 30 FT 79 E 1.50 FT 80 SCHWOCHOW HEIGHTS SUB L43 P74 PLATS, W C R 21/633 31.50 X 106.2","$11,200 ",Active, 10-23-018 4:30:00 PM
727,21011387,12174 FLANDERS,DETROIT,48205,"S FLANDERS AVE 2 ACKLEY HOMESTEAD SUB L47 P19 PLATS, W C R 21/693 40 X 106.45A",$300 ,Active, 10-23-018 4:30:00 PM
728,21011393,12126 FLANDERS,DETROIT,48205,"S FLANDERS AVE 26 HARDY SUB L43 P87 PLATS, WCR 21/641 40 X 106.2","$5,700 ",Active, 10-23-018 4:30:00 PM
729,21011695-7,14214 JANE,DETROIT,48205,"S JANE W 17 FT LOT 11 AND E 35 FT LOT 10 ALBERT GARDENS SUB L39 P31 PLATS, W C R 21/489 52 X 167.84","$12,200 ",Removed from Auction, 10-23-018 4:30:00 PM
730,21011786,12310 JANE,DETROIT,48205,"S JANE LOT 94 GREGORY TROMBLY SUB L44 P24 PLATS, W C R 21/658 40 X 152.84","$8,300 ",Active, 10-23-018 4:30:00 PM
731,21011867,13131 JANE,DETROIT,48205,"N JANE 6 HERMAN SCHULTZ GARDEN SPOTS SUB L42 P79 PLATS, W C R 21/650 35 X 160.20A","$6,500 ",Active, 10-23-018 4:30:00 PM
732,21011930,11748 ST PATRICK,DETROIT,48205,"S ST PATRICK 15 TROMBLEY VICTORY SUB L39 P97 PLATS, W C R 21/606 52.40 X 105.25","$10,900 ",Active, 10-23-018 4:30:00 PM
733,21012016,11721 ST PATRICK,DETROIT,48205,"N ST PATRICK 58 CONNORS PARK SUB L58 P84 PLATS, W C R 21/915 40 X 105.39A","$7,500 ",Active, 10-23-018 4:30:00 PM
734,21012065,11854 SANFORD,DETROIT,48205,"S SANFORD 54 TROMBLY VICTORY SUB L39 P97 PLATS, W C R 21/606 48.75 X 105.25","$8,600 ",Active, 10-23-018 4:30:00 PM
735,21012107,11144 SANFORD,DETROIT,48205,"S SANFORD 11 WATSONIAN GARDENS SUB L53 P98 PLATS, W C R 21/894 34 X 107","$10,300 ",Active, 10-23-018 4:30:00 PM
736,21012176,11729 SANFORD,DETROIT,48205,"N SANFORD E 10 FT LOT 82 AND W 30 FT LOT 83 VIAENE SUB L43 P79 PLATS, WCR 21/632 40 X 108.80","$9,800 ",Active, 10-23-018 4:30:00 PM
737,21012198,12003 SANFORD,DETROIT,48205,"N SANFORD 37 W 3 FT 36 CYRIL SUB L45 P92 PLATS, WCR 21/682 35 IRREG","$9,800 ",Active, 10-23-018 4:30:00 PM
738,21012680,12810 FILBERT,DETROIT,48205,"S FILBERT 186 D J R SUB L41 P64 PLATS, WCR 21/639 40 X 110",$300 ,Active, 10-23-018 4:30:00 PM
739,21013027,11077 FINDLAY,DETROIT,48205,"N FINDLAY 163 DRENNAN & SELDONS CONNORS PK SUB L46 P86 PLATS, W C R 21/700 35 X 107.44A","$9,800 ",Active, 10-23-018 4:30:00 PM
740,21013109,12151 FINDLAY,DETROIT,48205,"N FINDLAY 49 GRATIOT HEIGHTS SUB L41 P36 PLATS, W C R 21/626 40 X 121.34","$9,600 ",Active, 10-23-018 4:30:00 PM
741,21013331,11806 MINDEN,DETROIT,48205,"S MINDEN 26 JOHN C TOBIAS SUB L49 P60 PLATS, W C R 21/752 37 X 106","$7,200 ",Active, 10-23-018 4:30:00 PM
742,21013448,11791 MINDEN,DETROIT,48205,"N MINDEN 28 DRENNAN & SELDONS LA SALLE COLLEGE PK SUB L47 P28 PLATS, W C R 21/697 35 X 122.97A","$8,400 ",Active, 10-23-018 4:30:00 PM
743,21014004,11760 KENMOOR,DETROIT,48205,"S KENMOOR 473 E 17.5 FT 472 DRENNAN & SELDONS LASALLE COLLEGE PK SUB L47 P28 PLATS, W C R 21/697 52.5 X 131","$11,400 ",Active, 10-23-018 4:30:00 PM
744,21014367-8,14766 HOUSTON-WHITTIER,DETROIT,48205,"S HOUSTON-WHITTIER W 5 FT 345 344&343 MCGIVERIN-HALDEMANS CHALMERS AVE SUB NO 1 L52 P51 PLATS, W C R 21/911 45 X 89.93","$6,300 ",Active, 10-23-018 4:30:00 PM
745,21014521,14249 HOUSTON-WHITTIER,DETROIT,48205,"N HOUSTON-WHITTIER 7 STEPHEN YOUNG SUB L42 P42 PLATS, W C R 21/643 37 X 102.20","$3,500 ",Active, 10-23-018 4:30:00 PM
746,21014575,14911 HOUSTON-WHITTIER,DETROIT,48205,"N HOUSTON-WHITTIER E 39 FT 14 W 2 FT 15 AND S 1/2 OF VAC ALLEY ADJ HITCHMANS TAYLOR AVE SUB L40 P48 PLATS, W C R 21/708 41 X 121.2","$5,000 ",Active, 10-23-018 4:30:00 PM
747,21014899,14494 MAYFIELD,DETROIT,48205,"S MAYFIELD 79 YOUNGS GRATIOT VIEW SUB L40 P53 PLATS, W C R 21/607 35 X 112","$5,600 ",Active, 10-23-018 4:30:00 PM
748,21014910,14418 MAYFIELD,DETROIT,48205,"S MAYFIELD 90 YOUNGS GRATIOT VIEW SUB L40 P53 PLATS, W C R 21/607 35 X 112","$2,900 ",Active, 10-23-018 4:30:00 PM
749,21015161,14666 ROCHELLE,DETROIT,48205,,,Active, 10-24-018 9:15:00 AM
750,21015524-5,14150 YOUNG,DETROIT,48205,"S YOUNG W 15 FT 10 11 TAYLOR PARK SUB L34 P65 PLATS, W C R 21/452 45 X 112","$4,800 ",Active, 10-24-018 9:15:00 AM
751,21015601,18036 ALCOY,DETROIT,48205,"E ALCOY 82 GROTTO PARK SUB L45 P39 PLATS, W C R 21/679 36 X 126","$7,000 ",Active, 10-24-018 9:15:00 AM
752,21015627,18502 ALCOY,DETROIT,48205,"E ALCOY LOT 108 GROTTO PARK SUB L45 P39 PLATS, W C R 21/679 36 X 126","$8,800 ",Active, 10-24-018 9:15:00 AM
753,21015816,18445 ALCOY,DETROIT,48205,"W ALCOY 61 GROTTO PARK SUB L45 P39 PLATS, W C R 21/679 36 X 126","$5,400 ",Active, 10-24-018 9:15:00 AM
754,21016134,13959 HAZELRIDGE,DETROIT,48205,"N HAZELRIDGE LOT 255 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB L35 P41 PLATS, W C R 21/445 35 X 110","$7,700 ",Active, 10-24-018 9:15:00 AM
755,21016301,14910 CEDARGROVE,DETROIT,48205,"S CEDARGROVE 167 HITCHMANS TAYLOR AVE SUB L40 P48 PLATS, W C R 21/708 40 X 110","$3,300 ",Active, 10-24-018 9:15:00 AM
756,21016377,14124 CEDARGROVE,DETROIT,48205,"S CEDARGROVE 182 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB L35 P41 PLATS, W C R 21/445 35 X 110","$4,900 ",Active, 10-24-018 9:15:00 AM
757,21017195,14800 SPRING GARDEN,DETROIT,48205,"S SPRINGGARDEN 270 HITCHMANS TAYLOR AVE SUB L40 P48 PLATS, W C R 21/708 41 IRREG",$300 ,Active, 10-24-018 9:15:00 AM
758,21017303,14507 SPRING GARDEN,DETROIT,48205,"N SPRINGGARDEN 3 LE FEVRE SUB L45 P50 PLATS, W C R 21/709 38 X 165.33A","$7,200 ",Active, 10-24-018 9:15:00 AM
759,21017650,15261 MAPLERIDGE,DETROIT,48205,"N MAPLERIDGE 2267 AND S 9 FT VAC ALLEY ADJ PARK DRIVE SUB NO 7 L60 P28 PLATS, W C R 21/951 40 X 146","$11,100 ",Active, 10-24-018 9:15:00 AM
760,21017760,14622 PARK GROVE,DETROIT,48205,"S PARKGROVE E 33.25 FT 59 ELITE GARDENS SUB L41 P62 PLATS, W C R 21/710 33.25 X 103.04","$2,700 ",Active, 10-24-018 9:15:00 AM
761,21018034,15270 GLENWOOD,DETROIT,48205,"S GLENWOOD E 35 FT 104 FEDERAL PARK SUB L45 P33 PLATS, W C R 21/806 35 X 103.04",$300 ,Active, 10-24-018 9:15:00 AM
762,21018139,13992 GLENWOOD,DETROIT,48205,"S GLENWOOD 774 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB NO 2 L40 P74 PLATS, W C R 21/594 36 X 103","$5,900 ",Active, 10-24-018 9:15:00 AM
763,21018149,13706 GLENWOOD,DETROIT,48205,"S GLENWOOD 125 AND N 9 FT OF VAC ALLEY ADJ PULCHER ESTATE SUB L44 P76 PLATS, W C R 21/656 40 X 124","$9,800 ",Active, 10-24-018 9:15:00 AM
764,21018188,14005 GLENWOOD,DETROIT,48205,"N GLENWOOD 835 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB NO 2 L40 P74 PLATS, W C R 21/594 36 X 103","$4,900 ",Active, 10-24-018 9:15:00 AM
765,21018195,14061 GLENWOOD,DETROIT,48205,"N GLENWOOD 827 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB NO 2 L40 P74 PLATS, W C R 21/594 36 X 103","$1,100 ",Active, 10-24-018 9:15:00 AM
766,21018505,13707 LINNHURST,DETROIT,48205,"N LINNHURST 201 W 1 FT 202 PULCHER ESTATE SUB L44 P76 PLATS, W C R 21/656 41 X 120","$10,500 ",Active, 10-24-018 9:15:00 AM
767,21018514,13859 LINNHURST,DETROIT,48205,"N LINNHURST 210 PULCHER ESTATE SUB L44 P76 PLATS, W C R 21/656 40 X 120","$11,100 ",Active, 10-24-018 9:15:00 AM
768,21018692,15404 FAIRCREST,DETROIT,48205,"S FAIRCREST W 45 FT 11 FEDERAL PARK SUB L45 P33 PLATS, W C R 21/806 45 X 103.04","$6,900 ",Active, 10-24-018 9:15:00 AM
769,21018990,15294 SARATOGA,DETROIT,48205,"S SARATOGA LOT 636 OBENAUER BARBER & LAINGS DUNORD PARK SUB NO 2 L59 P41 PLATS, W C R 21/926 37 X 103.04","$7,000 ",Active, 10-24-018 9:15:00 AM
770,21019152,13881 SARATOGA,DETROIT,48205,"N SARATOGA LOT 276 PULCHER ESTATE SUB L44 P76 PLATS, W C R 21/656 35 X 120","$10,000 ",Active, 10-24-018 9:15:00 AM
771,21019187,14457 SARATOGA,DETROIT,48205,"N SARATOGA E 21 FT 43 W 12 FT 44 SEYMOUR & TROESTERS CHALMERS AVENUE SUB L46 P50 PLATS, W C R 21/269 33 X 103.04","$5,000 ",Active, 10-24-018 9:15:00 AM
772,21019246,18811 HAYES,DETROIT,48205,"N SARATOGA 211 YOUNGS GRATIOT VIEW SUB ANNEX L41 P72 PLATS, W C R 21/706 36.80 IRREG","$15,200 ",Active, 10-24-018 9:15:00 AM
773,21019373,15044 EASTWOOD,DETROIT,48205,"S EASTWOOD 200 YOUNGS GRATIOT VIEW SUB ANNEX L41 P72 PLATS, W C R 21/706 35 X 103.04","$5,100 ",Active, 10-24-018 9:15:00 AM
774,21019500,13901 EASTWOOD,DETROIT,48205,"N EASTWOOD 334 PULCHER ESTATE SUB L44 P76 PLATS, W C R 21/656 35 X 130","$7,900 ",Active, 10-24-018 9:30:00 AM
775,21019793,14230 FORDHAM,DETROIT,48205,"S FORDHAM 1084 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB NO 2 L40 P74 PLATS, W C R 21/594 36 X 103","$3,800 ",Active, 10-24-018 9:30:00 AM
776,21019794,14224 FORDHAM,DETROIT,48205,"S FORDHAM 1083 SEYMOUR & TROESTERS MONTCLAIR HEIGHTS SUB NO 2 L40 P74 PLATS, W C R 21/594 36 X 103","$4,100 ",Active, 10-24-018 9:30:00 AM
777,21019872,14477 FORDHAM,DETROIT,48205,"N FORDHAM 14 LEFEVRE SUB ANNEX L54 P65 PLATS, W C R 21/883 38 X 104A",$200 ,Active, 10-24-018 9:30:00 AM
778,21020154,11110 PORTLANCE,DETROIT,48205,"S PORTLANCE 928 DRENNAN & SELDONS LASALLE COLLEGE PARK SUB NO 1 L48 P98 PLATS, W C R 21/742 40 X 125A","$5,200 ",Active, 10-24-018 9:30:00 AM
779,21020194,11955 E MCNICHOLS,DETROIT,48205,"N--E MC NICHOLS RD 127 JEREMIAH TROMBLEYS GRATIOT LAWN SUB L55 P42 PLATS, W C R 21/881 30.30 X 100","$21,000 ",Active, 10-24-018 9:30:00 AM
780,21020450-1,12001 GREINER,DETROIT,48205,"N GREINER 74&73 AND S 10 FT OF VAC ALLEY ADJ GROTTO ROAD MANOR SUB NO 1 L55 P46 PLATS, W C R 21/903 45 X 100","$4,700 ",Active, 10-24-018 9:30:00 AM
781,21020761,14050 E SEVEN MILE,DETROIT,48205,"S SEVEN MILE RD E 24&25 SCHMITZ SUB L38 P65 PLATS, W C R 21/471 60 X 99.42A","$5,600 ",Active, 10-24-018 9:30:00 AM
782,21020869,12510 E SEVEN MILE,DETROIT,48205,"S SEVEN MILE RD E 68 WALTHAM SUB L42 P8 PLATS, W C R 21/787 21 X 100","$2,800 ",Active, 10-24-018 9:30:00 AM
783,21021015,12637 E SEVEN MILE,DETROIT,48205,Property exempt from Ad Valorem taxes and assessed pursuant to PA 261 of 2003 expiring 12/30/2012. Property exempt from Ad Valorem taxes and assessed pursuant to PA 261 of 2003 expiring 12/30/2012. Property exempt from Ad Valorem taxes and assessed pu,"$2,000 ",Active, 10-24-018 9:30:00 AM
784,21021112,14021 E SEVEN MILE,DETROIT,48205,"N SEVEN MILE RD E 31 KELLYS GRATIOT PARK SUB L40 P11 PLATS, W C R 21/590 43 X 120","$34,900 ",Active, 10-24-018 9:30:00 AM
785,21021317,16207 E SEVEN MILE,DETROIT,48205,"N - E SEVEN MILE RD APT 12WAYNE COUNTY CONDOMINIUM SUB PLAN NO 9 AKA AVALON HEIGHTS CONDO L16557 PGS 647-667 DEEDS, W C R 21/1041 5.5%","$12,400 ",Active, 10-24-018 9:30:00 AM
786,21021383,15250 MADDELEIN,DETROIT,48205,"S MADDELEIN 36 EAST HAVEN SUB L53 P5 PLATS, W C R 21/844 40 X 115","$7,800 ",Active, 10-24-018 9:30:00 AM
787,21021400,14980 MADDELEIN,DETROIT,48205,"S MADDELEIN 106 GRATIOT AMERICAN PARK SUB L38 P55 PLATS, W C R 21/707 40 X 115","$3,600 ",Active, 10-24-018 9:30:00 AM
788,21021458,14384 MADDELEIN,DETROIT,48205,"3 expiring 12/30/2014. Property exempt from Ad Valorem taxes and assessed pursuant to PA 261 of 2003 expiring 12/30/2014. S MADDELEIN 37 AND VAC MADDELEIN AVE LYG N OF & ADJ GRATIOT PARK SUB L32 P66 PLATS, W C R 21/439 40 X 115",$400 ,Active, 10-24-018 9:30:00 AM
789,21021645,16028 LAPPIN,DETROIT,48205,"S LAPPIN LOT 677 AVALON HEIGHTS SUB L49 P100 PLATS, W C R 21/789 40 X 125","$8,400 ",Active, 10-24-018 9:30:00 AM
790,21021897,15905 LAPPIN,DETROIT,48205,"N LAPPIN 88 AND S 9 FT OF VAC ALLEY ADJ ASSESSORS PLAT OF JOHN SALTER ESTATE SUB L65 P57 PLATS, W C R 21/994 39 X 134","$7,400 ",Active, 10-24-018 9:30:00 AM
791,21021953,13803 PFENT,DETROIT,48205,"N PFENT W 40 FT 41 CAROL PARK SUB L43 P23 PLATS, W C R 21/799 40 X 115","$10,000 ",Active, 10-24-018 9:30:00 AM
792,21021977,14053 PFENT,DETROIT,48205,"N PFENT W 35 FT 28 CAROL PARK SUB L43 P23 PLATS, W C R 21/799 35 X 115","$11,700 ",Active, 10-24-018 9:30:00 AM
793,21022672,15706 LIBERAL,DETROIT,48205,"S LIBERAL 159 E 2 FT 160 AND N 9 FT OF VAC ALLEY ADJ OBENAUER-BARBER-LAING COS TERNES GDNS SUB L63 P16 PLATS, W C R 21/989 39 X 134","$7,800 ",Active, 10-24-018 9:45:00 AM
794,21022673,15696 LIBERAL,DETROIT,48205,"S LIBERAL W 35 FT 160 E 4 FT 161 AND N 9 FT OF VAC ALLEY ADJ OBENAUER-BARBER-LAING COS TERNES GDNS SUB L63 P16 PLATS, W C R 21/989 39 X 134","$7,500 ",Active, 10-24-018 9:45:00 AM
795,21022721,14932 LIBERAL,DETROIT,48205,"S LIBERAL 218 LONGRIDGE SUB L35 P2 PLATS, W C R 21/801 30 X 103.80","$5,800 ",Active, 10-24-018 9:45:00 AM
796,21022771,14212 LIBERAL,DETROIT,48205,"S LIBERAL 12 CRESCENT PARK SUB L45 P27 PLATS, W C R 21/800 35 X 150","$2,900 ",Active, 10-24-018 9:45:00 AM
797,21022916,15033 LIBERAL,DETROIT,48205,"N LIBERAL E 10 FT 243 242 LONGRIDGE SUB L35 P2 PLATS, W C R 21/801 40 X 103.90","$1,300 ",Active, 10-24-018 9:45:00 AM
798,21022932,15303 LIBERAL,DETROIT,48205,"N LIBERAL 167 EAST HAVEN SUB L53 P5 PLATS, W C R 21/844 40 X 125","$6,700 ",Active, 10-24-018 9:45:00 AM
