1,PropertyID,Street,City   ,ZipCode,Legal,SEV,Status,Closing date
126,9010654,13935 MCDOUGALL,DETROIT,48212,"3 expiring 12/30/2014. Property exempt from Ad Valorem taxes and assessed pursuant to PA 261 of 2003 expiring 12/30/2014. W MC DOUGALL 452 SUNNYSIDE SUB L18 P2 PLATS, WCR 9/146 30 X 100",$200 ,Active, 10-23-018 9:15:00 AM
127,9010668,13845 MCDOUGALL,DETROIT,48212,"W MC DOUGALL 467 SUNNYSIDE SUB L18 P2 PLATS, WCR 9/146 30 X 100","$5,800 ",Active, 10-23-018 9:15:00 AM
128,9010840,13510 MITCHELL,DETROIT,48212,"E MITCHELL 515 SUNNYSIDE-SUB L18 P2 PLATS, WCR 9/146 30 X 100",$200 ,Active, 10-23-018 9:15:00 AM
129,09011822-30,18151 BRINKER,DETROIT,48234,"W BRINKER 427 AND E 8 FT OF VAC ALLEY ADJ LELAND HIGHLANDS SUB L37 P44 PLATS, W C R 9/159 30 X 113",$200 ,Active, 10-23-018 9:15:00 AM
130,9012225,17181 ANGLIN,DETROIT,48212,"W ANGLIN 34 JUDSON BRADWAYS SIX MILE ROAD SUB L37 P70 PLATS, W C R 9/157 30 X 124.32A","$7,100 ",Active, 10-23-018 9:15:00 AM
131,9012229,17159 ANGLIN,DETROIT,48212,"W ANGLIN 30 JUDSON BRADWAYS SIX MILE ROAD SUB L37 P70 PLATS, W C R 9/157 30 X 123.89A","$6,300 ",Active, 10-23-018 9:15:00 AM
132,9012678,17559 MAINE,DETROIT,48212,"W MAINE 219 FORDHAM SUB L33 P50 PLATS, WCR 9/156 30 X 100","$6,800 ",Active, 10-23-018 9:15:00 AM
133,9012858,12309 MAINE,DETROIT,48212,"W MAINE 288 N 3.03 FT 287 CHENE ST SUB L15 P86 PLATS, WCR 9/183 33.05 X 100.76","$7,800 ",Active, 10-23-018 9:15:00 AM
134,9012989,13932 MACKAY,DETROIT,48212,"E MACKAY 376 RAYNOLDS & HARVEYS SUB L15 P5 PLATS, W C R 9/141 30 X 100","$4,800 ",Active, 10-23-018 9:15:00 AM
135,9013276,18137 MACKAY,DETROIT,48234,"W MACKAY 126 NORTHMOUNT PARK SUB L34 P63 PLATS, W C R 9/160 30 X 118.50",$200 ,Active, 10-23-018 9:15:00 AM
136,9013327,17801 MACKAY,DETROIT,48234,"W MACKAY 56 FORDHAM SUB L33 P50 PLATS, WCR 9/156 30 X 100","$3,500 ",Active, 10-23-018 9:15:00 AM
137,9013359,17229 MACKAY,DETROIT,48212,"W MACKAY S 20 FT 24 N 20 FT 23 FORDHAM SUB L33 P50 PLATS, WCR 9/156 40 X 100","$6,300 ",Active, 10-23-018 9:15:00 AM
138,9013416,13857 MACKAY,DETROIT,48212,"W MACKAY 296 RAYNOLDS & HARVEYS SUB L15 P5 PLATS, W C R 9/141 30 X 100","$4,500 ",Active, 10-23-018 9:15:00 AM
139,09013760-1,17533 ARLINGTON DETROIT,CITY OF DETROIT,48212,"W ARLINGTON 108&109PALMER HIGHLANDS SUB L34 P35 PLATS, W C R 9/155 63 X 101","$7,000 ",Active, 10-23-018 9:15:00 AM
140,9014287,17881 GODDARD,DETROIT,48212,"W GODDARD 245 PALMER HIGHLANDS SUB L34 P35 PLATS, W C R 9/155 30 X 101",$200 ,Active, 10-23-018 9:15:00 AM
141,9014313,17481 GODDARD,DETROIT,48212,"W GODDARD 271 PALMER HIGHLANDS SUB L34 P35 PLATS, W C R 9/155 33 X 101","$3,700 ",Active, 10-23-018 9:15:00 AM
142,9014376,13915 GODDARD,DETROIT,48212,"W GODDARD 391 HEATHVILLE PK L16 P63 PLATS, W C R 9/140 30 X 100",$200 ,Active, 10-23-018 9:15:00 AM
143,9014389,13837 GODDARD,DETROIT,48212,"W GODDARD 378 HEATHVILLE PK L16 P63 PLATS, W C R 9/140 30 X 100","$7,800 ",Active, 10-23-018 9:15:00 AM
144,9014667,19308 FLEMING,DETROIT,48234,"E FLEMING 635 BURTONS SEVEN MILE RD (PLATS) L34 P47 PLATS, W C R 9/182 30X120","$6,400 ",Active, 10-23-018 9:15:00 AM
145,9014875,17823 FLEMING,DETROIT,48234,"W FLEMING 409 PALMER HIGHLANDS SUB L34 P35 PLATS, W C R 9/155 30 X 111","$9,900 ",Active, 10-23-018 9:15:00 AM
146,9014978,13545 FLEMING,DETROIT,48212,"W FLEMING LOT 194 HEATHVILLE PK L16 P63 PLATS, W C R 9/140 30 X 100",200,Active, 10-23-018 9:15:00 AM
147,09015012-3,13514 LUMPKIN,DETROIT,48212,"E LUMPKIN 153 AND S 15 FT 152 HEATHVILLE PK L16 P63 PLATS, W C R 9/140 45 X 100","$4,400 ",Active, 10-23-018 9:15:00 AM
148,9015255,19330 LUMPKIN,DETROIT,48234,"E LUMPKIN 479 BURTONS SEVEN MILE RD SUB L34 P47 PLATS, W C R 9/182 30 X 120",$200 ,Active, 10-23-018 9:15:00 AM
149,9015272,19440 LUMPKIN,DETROIT,48234,"E LUMPKIN N 15 FT 496 497 BURTONS SEVEN MILE RD SUB L34 P47 PLATS, W C R 9/182 45 X 120","$3,700 ",Active, 10-23-018 9:15:00 AM
150,9015311,20015 LUMPKIN,DETROIT,48234,"W LUMPKIN 238 JOHN B SOSNOWSKI CONANT AVE SUB L48 P65 PLATS, W C R 9/200 35 X 120","$4,800 ",Active, 10-23-018 9:15:00 AM
151,09015434-5,18525 LUMPKIN,DETROIT,48234,"W LUMPKIN 289 N 8 FT 288 MAPLEVIEW SUB L35 P78 PLATS, W C R 9/161 38 X 110.31A","$4,600 ",Active, 10-23-018 9:15:00 AM
152,9015847,19722 ST AUBIN,DETROIT,48234,"E ST AUBIN 363 BURTONS SEVEN MILE RD SUB L34 P47 PLATS, W C R 9/182 30 X 120","$5,900 ",Active, 10-23-018 9:15:00 AM
153,9015867,20046 ST AUBIN,DETROIT,48234,"E ST AUBIN 224 JOHN B SOSNOWSKI CONANT AVE SUB L48 P65 PLATS, W C R 9/200 35 X 120","$6,500 ",Active, 10-23-018 9:15:00 AM
154,9015892,20041 ST AUBIN,DETROIT,48234,"W ST AUBIN 190 JOHN B SOSNOWSKI CONANT AVE SUB L48 P65 PLATS, W C R 9/200 35 X 120","$6,600 ",Active, 10-23-018 9:15:00 AM
155,09016032-3,18139 ST AUBIN,DETROIT,48234,"W ST AUBIN S 10 FT 1541 1542 CADILLAC HEIGHTS SUB NO 2 L34 P10 PLATS, W C R 9/162 40 X 126","$9,100 ",Active, 10-23-018 9:15:00 AM
156,9016117,17213 ST AUBIN,DETROIT,48212,"W ST AUBIN 325 OAKDALE SUB L29 P79 PLATS, WCR 9/154 30 X 100",$200 ,Active, 10-23-018 9:15:00 AM
157,09018057-8,19393 ORLEANS,DETROIT,48203,"W ORLEANS 1969&1970 CADILLAC HEIGHTS SUB NO 3 L34 P28 PLATS, W C R 9/173 60 X 120","$7,000 ",Active, 10-23-018 9:15:00 AM
158,9018739,19927 RIOPELLE,DETROIT,48203,"W RIOPELLE 529 THOMSON WOODS SUB L36 P45 PLATS, W C R 9/175 40.44 IRREG","$6,600 ",Active, 10-23-018 9:15:00 AM
159,9018874,18039 RIOPELLE,DETROIT,48203,"W RIOPELLE 823 CADILLAC HEIGHTS SUB L33 P81 PLATS, W C R 9/163 35 X 120","$5,400 ",Active, 10-23-018 9:15:00 AM
160,9020017,19687 HULL,DETROIT,48203,"W HULL S 22 FT 249 N 16 FT 248 FORD GARDENS SUB L32 P76 PLATS, W C R 9/172 38 X 100","$4,600 ",Active, 10-23-018 9:15:00 AM
161,9020128,18171 HULL,DETROIT,48203,"W HULL 512 CADILLAC HEIGHTS SUB L33 P81 PLATS, W C R 9/163 35 X 120","$5,500 ",Active, 10-23-018 9:15:00 AM
162,9020386,20167 HANNA,DETROIT,48203,"W HANNA 50 DETROIT CITY BASE LINE SUB L40 P33 PLATS, W C R 9/196 35 X 100","$5,200 ",Active, 10-23-018 9:15:00 AM
163,09020477-8,19195 HANNA,DETROIT,48203,"W HANNA S 15 FT 354 353 FORD GARDENS SUB L32 P76 PLATS, W C R 9/172 45 X 92.68A","$4,900 ",Active, 10-23-018 9:15:00 AM
164,9020609,17844 RUSSELL,DETROIT,48203,"E RUSSELL 9 BLK 4 JEROME PARK SUB L12 P52 PLATS, W C R 9/152 30 X 125",$300 ,Active, 10-23-018 9:15:00 AM
165,9020698,19164 RUSSELL,DETROIT,48203,"E RUSSELL 351 WASHINGTON BLVD SUB L34 P8 PLATS, W C R 9/171 30 X 90.63A",$100 ,Active, 10-23-018 9:15:00 AM
166,9021153,18816 CARDONI,DETROIT,48203,"E CARDONI 265 CADILLAC HEIGHTS SUB L33 P81 PLATS, W C R 9/163 30 X 117.50","$6,400 ",Active, 10-23-018 9:15:00 AM
167,9021381,18193 CARDONI,DETROIT,48203,"W CARDONI 180 CADILLAC HEIGHTS SUB L33 P81 PLATS, W C R 9/163 30 X 126.31A",$200 ,Active, 10-23-018 9:15:00 AM
168,9021399,18085 CARDONI,DETROIT,48203,"W CARDONI S 10 FT 197 198 CADILLAC HEIGHTS SUB L33 P81 PLATS, W C R 9/163 40 X 127.83A","$4,900 ",Active, 10-23-018 9:15:00 AM
169,9021924,20400 CAMERON,DETROIT,48203,"E CAMERON 647 EIGHT-OAKLAND SUB L34 P66 PLATS, W C R 9/177 35 X 100","$7,300 ",Active, 10-23-018 9:15:00 AM
170,9022079,19157 CAMERON,DETROIT,48203,"W CAMERON E 98.95 FT 856 SEVEN-OAKLAND SUB NO 1 L35 P18 PLATS, W C R 9/168 30 X 98.95","$5,200 ",Active, 10-23-018 9:15:00 AM
171,9023005,19302 YACAMA,DETROIT,48203,"E YACAMA 479 SEVEN-OAKLAND SUB NO 1 L35 P18 PLATS, W C R 9/168 37.50 X 100",7700,Active, 10-23-018 9:15:00 AM
172,9023081,20164 YACAMA,DETROIT,48203,"E YACAMA 144 EIGHT-OAKLAND SUB L34 P66 PLATS, W C R 9/177 35 X 100","$7,600 ",Active, 10-23-018 9:15:00 AM
173,9023088,20214 YACAMA,DETROIT,48203,"E YACAMA 151 EIGHT-OAKLAND SUB L34 P66 PLATS, W C R 9/177 35 X 100","$6,900 ",Active, 10-23-018 9:15:00 AM
174,9023171,19989 YACAMA,DETROIT,48203,"W YACAMA 104 EIGHT-OAKLAND SUB L34 P66 PLATS, W C R 9/177 35 X 100","$7,800 ",Active, 10-23-018 9:15:00 AM
175,9023291,19420 IRVINGTON,DETROIT,48203,"E IRVINGTON 725 LINDALE GARDENS SUB L33 P87 PLATS, W C R 9/167 30 X 104.81A","$5,500 ",Active, 10-23-018 9:15:00 AM
176,9023324,19942 IRVINGTON,DETROIT,48203,"E IRVINGTON N 10 FT 8 9 GILMORE & CHAVENELLES SUB L38 P94 PLATS, W C R 9/193 45 X 104.29A","$6,900 ",Active, 10-23-018 9:15:00 AM
177,9023400,20447 IRVINGTON,DETROIT,48203,"W IRVINGTON 432 GILMORE & CHAVENELLES SUB NO 2 L40 P94 PLATS, W C R 9/198 35 X 100","$6,800 ",Active, 10-23-018 9:15:00 AM
178,9023515,19191 IRVINGTON,DETROIT,48203,"W IRVINGTON 668 LINDALE GARDENS SUB L33 P87 PLATS, W C R 9/167 30 X 100","$5,700 ",Active, 10-23-018 9:15:00 AM
179,9023580,19612 ANDOVER,DETROIT,48203,"E ANDOVER 574 LINDALE GARDENS SUB L33 P87 PLATS, W C R 9/167 30 X 100","$4,100 ",Active, 10-23-018 9:15:00 AM
180,9023641,20230 ANDOVER,DETROIT,48203,"E ANDOVER 457 GILMORE & CHAVENELLES SUB NO 2 L40 P94 PLATS, W C R 9/198 35 X 100","$5,300 ",Active, 10-23-018 9:15:00 AM
181,9023709,20111 ANDOVER,DETROIT,48203,"W ANDOVER 339 GILMORE & CHAVENELLES SUB NO 1 L40 P27 PLATS, W C R 9/195 35 X 100","$7,700 ",Active, 10-23-018 9:15:00 AM
182,9023841,19350 KEATING,DETROIT,48203,"E KEATING 393 LINDALE GARDENS SUB L33 P87 PLATS, W C R 9/167 30 X 100","$4,100 ",Active, 10-23-018 9:15:00 AM
183,9023956,20481 KEATING,DETROIT,48203,"W KEATING 575 GILMORE & CHAVENELLES SUB NO 2 L40 P94 PLATS, W C R 9/198 35 X 100","$5,000 ",Active, 10-23-018 9:15:00 AM
184,9023983,20161 KEATING,DETROIT,48203,"W KEATING 308 GILMORE & CHAVENELLES SUB NO 1 L40 P27 PLATS, W C R 9/195 35 X 100","$8,500 ",Active, 10-23-018 9:15:00 AM
185,9024266,20117 COVENTRY,DETROIT,48203,"W COVENTRY 290 GILMORE & CHAVENELLES SUB NO 1 L40 P27 PLATS, W C R 9/195 35 X 100",$200 ,Active, 10-23-018 9:15:00 AM
186,9024721,20250 DERBY,DETROIT,48203,"E DERBY 392 JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 33 X 130",$300 ,Active, 10-23-018 9:15:00 AM
187,9024723,20400 DERBY,DETROIT,48203,"E DERBY S 42 FT 394 JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 42 X 130",$500 ,Active, 10-23-018 9:15:00 AM
188,9024764,20405 DERBY,DETROIT,48203,"W DERBY 365 EXC N 4.5 FT THEREOF JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 50.1 X 130",$600 ,Active, 10-23-018 9:15:00 AM
189,9024791,20055 DERBY,DETROIT,48203,"W DERBY 214 JOHN R HEIGHTS SUB NO 1 L38 P4 PLATS, W C R 9/194 40 X 130",$500 ,Active, 10-23-018 9:15:00 AM
190,9024903,20433 EXETER,DETROIT,48203,"W EXETER 327 JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 33 IRREG",$300 ,Active, 10-23-018 9:15:00 AM
191,9024969,20254 DANBURY,DETROIT,48203,"E DANBURY 320 JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 33 X 100",$200 ,Active, 10-23-018 9:15:00 AM
192,09025016-7,20243 DANBURY,DETROIT,48203,"W DANBURY 297-298 JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 66 X 100","$4,800 ",Removed from Auction, 10-23-018 9:15:00 AM
193,09025114-5,20415 CHARLESTON,DETROIT,48203,"W CHARLESTON S 19 FT 255 256 JOHN R HEIGHTS SUB NO 2 L40 P86 PLATS, W C R 9/197 52 X 99.61A",$500 ,Active, 10-23-018 9:15:00 AM
194,10000903,2669 NEBRASKA,DETROIT,48208,"S NEBRASKA 31 JULIUS PORATH SUB L26 P74 PLATS, W C R 10/63 30 IRREG","$5,000 ",Active, 10-23-018 9:15:00 AM
195,10002046,2295 GLADSTONE,DETROIT,48206,"S GLADSTONE 44 JOY FARM SUB L32 P39-40 PLATS, W C R 10/99 35 X 147.92A",$500 ,Active, 10-23-018 9:15:00 AM
197,10002114-5,2637 CARTER,DETROIT,48206,"S CARTER 24 & 25 WILLIAM HOLMES SUB L18 P18 PLATS, W C R 10/110 60 X 106",8100,Active, 10-23-018 9:15:00 AM
198,10002150,2664 CARTER,DETROIT,48206,"N CARTER 134 WILLIAM HOLMES SUB L18 P18 PLATS, W C R 10/110 30 X 106","$5,000 ",Active, 10-23-018 9:15:00 AM
199,10002157,2201 HAZELWOOD,DETROIT,48206,"S HAZELWOOD 318 JOY FARM SUB L32 P39-40 PLATS, W C R 10/99 49.05 IRREG",$500 ,Active, 10-23-018 9:15:00 AM
200,10002963,2317 CALVERT,DETROIT,48206,"S CALVERT 1237 JOY FARM SUB L32 P39-40 PLATS, W C R 10/99 40 X 117","$24,100 ",Active, 10-23-018 9:15:00 AM
201,10003168-9,2675 BURLINGAME,DETROIT,48206,"S BURLINGAME W 17.5 FT 142 141BURLINGAME PARK SUB L33 P11 PLATS, W C R 10/121 52.5 X 126","$9,200 ",Active, 10-23-018 9:15:00 AM
202,10003328,2731 ELMHURST ST,DETROIT,48206,"S ELMHURST 147 LINWOOD HEIGHTS SUB L35 P6 PLATS, WCR 10/126 35 X 117.26A","$12,700 ",Active, 10-23-018 9:15:00 AM
203,10003790,2585 FULLERTON,DETROIT,48238,"S FULLERTON 173 EXC LINWOOD AVE AS WIDENED LATHRUPS HOME SUB L31 P8 PLATS, W C R 10/129 35 X 120","$5,300 ",Active, 10-23-018 9:15:00 AM
204,10003802,2709 FULLERTON,DETROIT,48238,"S FULLERTON LOT 764 LINWOOD HEIGHTS SUB L35 P6 PLATS, W C R 10/126 35 X 120.50","$13,800 ",Active, 10-23-018 9:15:00 AM
205,10003805,2745 FULLERTON,DETROIT,48238,"S FULLERTON 767 E 23 FT 768 LINWOOD HEIGHTS SUB L35 P6 PLATS, W C R 10/126 58 X 120.50",$800 ,Active, 10-23-018 9:15:00 AM
206,10003904,2682 LESLIE,DETROIT,48238,"N LESLIE AVE LOT 94 ROBERT OAKMANS CHERRY LANE SUB L38 P77 PLATS, W C R 10/130 36 X 121.56","$16,700 ",Active, 10-23-018 9:15:00 AM
207,10004330,2740 GRAND,DETROIT,48238,"N GRAND AVE 352-353 ROBERT OAKMANS FORD HIGHWAY & LINWOOD SUB L35 P59 PLATS, W C R 10/134 71.16 X 109","$8,300 ",Active, 10-23-018 9:15:00 AM
208,10004367,2455 PASADENA,DETROIT,48238,"S PASADENA 313 ROBERT OAKMANS TWELFTH ST SUB L34 P90 PLATS, W C R 10/135 35 X 110","$11,100 ",Active, 10-23-018 9:15:00 AM
209,10004536,2448 KENDALL,DETROIT,48238,"N KENDALL 661 ROBERT OAKMANS TWELFTH ST SUB L34 P90 PLATS, W C R 10/135 35 X 104.13A","$10,200 ",Active, 10-23-018 9:15:00 AM
210,10005555,5652 15TH ST,DETROIT,48208,"E 15TH 111 OBRIENS SUB L8 P84 PLATS, W C R 10/76 30 X 115.98A","$3,900 ",Active, 10-23-018 9:15:00 AM
211,10007584,12829 LINWOOD,DETROIT,48238,"W LINWOOD 1-2 EXC LINWOOD AVE AS WD ROBERT OAKMANS CHERRY LANE SUB L38 P77 PLATS, W C R 10/130 41.94 X 90","$16,700 ",Active, 10-23-018 9:15:00 AM
212,10008029.01,2653 CHIPMAN,DETROIT,48216,"S CHIPMAN N 18.35 FT OF E 7 FT OF LOT 9, N 18.35 FT OF W 27 FT OF LOT 10; WARDS SUB L1 P213 PLATS, WCR 10/22 34 X 18.35 623.90 SQ FT",$100 ,Active, 10-23-018 9:15:00 AM
213,12001251,2972 LOTHROP,DETROIT,48206,"N LOTHROP 90 CROSMAN & MC KAYS SUB L17 P98 PLATS, W C R 12/98 30 X 120","$6,800 ",Active, 10-23-018 9:15:00 AM
214,12001335,3020 NORTHWESTERN,DETROIT,48206,"N NORTHWESTERN 178 W 5 FT OF 179 CROSMAN & MC KAYS SUB L17 P98 PLATS, W C R 12/98 35 X 110","$6,700 ",Active, 10-23-018 9:15:00 AM
215,12001584,2952 COLUMBUS,DETROIT,48206,"N COLUMBUS 285 MONTCLAIR LAND CO LTD SUB L28 P18 PLATS, W C R 12/101 35 X 106.65","$1,400 ",Active, 10-23-018 9:15:00 AM
216,12001589,2920 COLUMBUS,DETROIT,48206,"N COLUMBUS 280 MONTCLAIR LAND CO LTD SUB L28 P18 PLATS, W C R 12/101 35 X 106.65","$11,300 ",Active, 10-23-018 9:15:00 AM
217,12001919,3284 W EUCLID,DETROIT,48206,"N EUCLID 46 STORMFELTZ-LOVELEY CO SUB L29 P99 PLATS, W C R 12/170 34 X 104","$8,000 ",Active, 10-23-018 9:15:00 AM
218,12002085,3265 PINGREE,DETROIT,48206,"S PINGREE 317 STORMFELTZ-LOVELEY CO SUB L29 P99 PLATS, W C R 12/170 37.63 IRREG","$12,700 ",Active, 10-23-018 9:15:00 AM
219,12002140,2932 PINGREE,DETROIT,48206,"N PINGREE 349 LYNDALE SUB L18 P30 PLATS, W C R 12/182 30 X 106","$8,700 ",Active, 10-23-018 9:15:00 AM
220,12002801,3465 LONGFELLOW,DETROIT,48206,"S LONGFELLOW 83-84-85 WAGERS SUB L35 P7 PLATS, W C R 12/190 108.49 IRREG","$16,300 ",Active, 10-23-018 9:15:00 AM
221,12002866-7,3256 ROCHESTER,DETROIT,48206,"N ROCHESTER 232-231-230 DEXTER BOULEVARD HEIGHTS SUB L30 P81 PLATS, W C R 12/178 90 X 107","$30,100 ",Active, 10-23-018 9:15:00 AM
223,12003589,2995 ELMHURST,DETROIT,48206,"S ELMHURST 163 LINWOOD HEIGHTS SUB L35 P6 PLATS, W C R 12/201 35 X 118.57A","$12,600 ",Active, 10-23-018 9:15:00 AM
224,12003667,2941 MONTEREY,DETROIT,48203,"S MONTEREY W 17.5 FT 279 280 LINWOOD HEIGHTS SUB L35 P6 PLATS, W C R 12/201 52.50 X 120.50",$800 ,Active, 10-23-018 9:15:00 AM
225,12004343,3036 TYLER,DETROIT,48238,"N TYLER 86-87 WARK-GILBERT COS SECURITY SUB L38 P60 PLATS, W C R 12/273 80 X 110","$7,900 ",Active, 10-23-018 9:15:00 AM
226,12005309,4001 FENKELL,DETROIT,48238,"S FENKELL 101 DEXTER PARK SUB L33 P17 PLATS, W C R 12/227 20 X 97","$4,100 ",Active, 10-23-018 9:15:00 AM
227,12005570-80,2616 PURITAN,DETROIT,48238,"N PURITAN 309 THRU 298 MARTIN PARK SUB L32 P44 PLATS, W C R 12/247 242 X 100","$91,800 ",Active, 10-23-018 9:15:00 AM
228,12005707,15010 WILDEMERE,DETROIT,48238,"E WILDEMERE 169 GLACIER PARK SUB L32 P54 PLATS, W C R 12/228 35 X 125","$7,400 ",Active, 10-23-018 9:15:00 AM
229,12005916,15823 WILDEMERE,DETROIT,48221,"W WILDEMERE 181 ROYCROFT SUB L35 P99 PLATS, W C R 12/238 30 X 100","$3,600 ",Active, 10-23-018 9:15:00 AM
230,12006213,16532 LAWTON,DETROIT,48221,"E LAWTON 66 HARRY LAUDER SUB L36 P10 PLATS, W C R 12/252 35 X 117 NEZ CERT# 2007-1863; RELATED PARCEL #27071863","$10,900 ",Active, 10-23-018 9:15:00 AM
231,12007477,4851 TILLMAN,DETROIT,48208,"W TILLMAN 81 HUBBARD & DINGWALLS SUB L14 P53 PLATS, W C R 12/67 30 X 176.84A","$7,800 ",Active, 10-23-018 9:15:00 AM
232,12008771,5456 24TH ST,DETROIT,48208,"E TWENTY FOURTH 24 BLK 9 THOS MC GRAWS RESUB L7 P26 PLATS, W C R 12/80 30 X 135","$5,800 ",Active, 10-23-018 9:15:00 AM
233,12009971,3752 BROWN PL,DETROIT,48208,"N BROWN PLACE 29 MC LAUGHLINS SUB L22 P53 PLATS, W C R 12/106 30 X 140.18","$8,500 ",Active, 10-23-018 9:15:00 AM
234,12010338,6704 VINEWOOD ST,DETROIT,48208,"E VINEWOOD W 36.50 FT 30 W 36.50 FT OF S 20 FT 29 MOORES SUB L23 P71 PLATS, WCR 12/107 50 X 36.5","$5,700 ",Removed from Auction, 10-23-018 9:15:00 AM
235,12012219,15083 FAIRFIELD,DETROIT,48238,"W FAIRFIELD 346 DEXTER PK SUB L33 P17 PLATS, WCR 12/227 40 X 119","$6,800 ",Active, 10-23-018 9:15:00 AM
236,12012234,14885 FAIRFIELD,DETROIT,48238,"W FAIRFIELD 331 DEXTER PK SUB L33 P17 PLATS, WCR 12/227 40 X 119","$11,200 ",Active, 10-23-018 9:15:00 AM
237,12012354,15475 BELDEN,DETROIT,48238,"W BELDEN 198 FORD PLAINS SUB L35 P39 PLATS, W C R 12/237 30 X 100","$3,000 ",Active, 10-23-018 9:15:00 AM
238,12012486,15891 HOLMUR,,48221,"W HOLMUR 314 FORD VIEW SUB L29 P63 PLATS, WCR 12/239 30 X 100","$2,700 ",Active, 10-23-018 9:15:00 AM
239,12012543,15373 HOLMUR,DETROIT,48238,"W HOLMUR 127 A J GILLINGHAM SUB L35 P45 PLATS, W C R 12/236 30 X 119","$4,500 ",Active, 10-23-018 9:15:00 AM
240,12012977,15913 PETOSKEY,DETROIT,48221,"W PETOSKEY 379 FORD VIEW SUB L29 P63 PLATS, WCR 12/239 30 X 100","$3,300 ",Active, 10-23-018 9:15:00 AM
241,13002052,3371 E ALEXANDRINE,DETROIT,48207,"N ALEXANDRINE E 21 E B W TABERS L20 P33 PLATS, W C R 13/88 30 X 96","$6,600 ",Active, 10-23-018 9:15:00 AM
242,13003831,3162 E EDSEL FORD,DETROIT,48211,"S EDSEL FORD E 4 ABERLE & FOX L10 P14 PLATS, W C R 13/164 30 X 107.46A","$14,900 ",Active, 10-23-018 9:15:00 AM
243,13005218,6045 COMSTOCK DETROIT,CITY OF DETROIT,48211,"N COMSTOCK 196 EATON LD CO SUB L39 P48 PLATS, W C R 13/272 30 X 100","$4,600 ",Active, 10-23-018 9:15:00 AM
244,13005907,5601 CASMERE,DETROIT,48212,"N CASMERE 59 THE J L HUDSON COMPANY L32 P38 PLATS, W C R 13/213 30 X 100","$7,300 ",Active, 10-23-018 9:15:00 AM
245,13008040,3614 STOCKTON,DETROIT,48234,"S STOCKTON 135 KLUGS RYAN ROAD L38 P72 PLATS, W C R 13/269 30 X 102","$6,400 ",Active, 10-23-018 9:15:00 AM
246,13008253-4,4704 E SEVEN MILE,DETROIT,48234,"S SEVEN MILE RD 68 67 OCONNORS L33 P61 PLATS, W C R 13/239 67 X 115","$89,500 ",Active, 10-23-018 9:15:00 AM
247,13008263-5,4600 E SEVEN MILE,DETROIT,48234,"S SEVEN MILE RD 442-441-440 JOHN I TURNBULLS 7 MI-NEVADA L45 P97 PLATS, W C R 13/291 60 X 100",4300,Active, 10-23-018 9:15:00 AM
248,13008575,5233 E SEVEN MILE,DETROIT,48234,"N SEVEN MILE RD 6 5 SEYMOUR & TROESTERS POLONIA PARK L46 P28 PLATS, W C R 13/289 40 X 100","$4,300 ",Active, 10-23-018 9:15:00 AM
249,13009499-519,13271 MT ELLIOTT,DETROIT,48212,W MT ELLIOTT 1 THRU 9A MEYERS & SON SUB L56 P83 PLATS W C R 13/318 281 THRU 269ARTHUR T WATERFALLS MT ELLIOTT SUB L57 P17 PLATS W C R 13/321 458.16 IRREG,"$70,500 ",Active, 10-23-018 9:15:00 AM
250,13010957,1974 E GRAND BLVD,DETROIT,48211,"E E GRAND BLVD 8 AUGUST QUASTS SUB L23 P98 PLATS, W C R 13/159 35X108.30","$9,600 ",Active, 10-23-018 9:15:00 AM
251,13011284,18420 ST LOUIS,DETROIT,48234,"E ST LOUIS 33 JUDSON BRADWAYS NORTH DETROIT L36 P77 PLATS, W C R 13/241 35 X 140","$3,800 ",Active, 10-23-018 9:15:00 AM
252,13011307,18646 ST LOUIS,DETROIT,48234,"E ST LOUIS 36 KERN HEIGHTS L36 P24 PLATS, W C R 13/242 35 X 140","$8,800 ",Active, 10-23-018 9:15:00 AM
253,13011368,19624 ST LOUIS,DETROIT,48234,"E ST LOUIS 131 BLANCKS MT ELLIOTT L55 P43 PLATS, W C R 13/309 36 IRREG","$6,300 ",Active, 10-23-018 9:15:00 AM
254,13011409,19615 ST LOUIS,DETROIT,48234,"W ST LOUIS S 18 FT 101 N 27 FT 102 BLANCKS MT ELLIOTT L55 P43 PLATS, W C R 13/309 45 X 127","$5,800 ",Active, 10-23-018 9:15:00 AM
255,13011410,19605 ST LOUIS,DETROIT,48234,"W ST LOUIS S 9 FT 102 103 BLANCKS MT ELLIOTT L55 P43 PLATS, W C R 13/309 45 X 127","$4,000 ",Active, 10-23-018 9:15:00 AM
256,13011581,12903 ST LOUIS,DETROIT,48212,"W ST LOUIS 190 ARTHUR T WATERFALLS MT ELLIOTT L57 P17 PLATS, W C R 13/321 35 X 120","$5,900 ",Removed from Auction, 10-23-018 9:15:00 AM
